subject,retailer,event,season,discount_pc,discount_money,up_to,sale,free_delivery,name,emoji
24 Hours Left | 4 shirts for £60,t.m.lewin,,,,£60,,,,,
Ideas to help you work smart at home,t.m.lewin,,,,,,,,,
Extra 25% off all Full price and Sale,t.m.lewin,,,25%,,,sale,,,
Sale Top Picks | Shirts from £14.96,t.m.lewin,,,,£1496,,sale,,,
Extra 25% Off Full Price and Sale | Last 48 Hours,t.m.lewin,,,25%,,,sale,,,
Come Back Stronger,t.m.lewin,,,,,,,,,
Everything now 50% off or more | Sale Final Reductions,t.m.lewin,,,50%,,,sale,,,
Sale Shirts Now 4 for £60,t.m.lewin,,,,£60,,sale,,,
Sale Shirts 4 for £60 | Last 48 Hours,t.m.lewin,,,,£60,,sale,,,
Dare to Dream.,t.m.lewin,,,,,,,,,
Extra 30% Off All Sale | Last 24 Hours,t.m.lewin,,,30%,,,sale,,,
All Easy to Iron Shirts 5 for £100,t.m.lewin,,,,£100,,,,,
New World Resolutions,t.m.lewin,,,,,,,,,
25% Off Full Price and All Clearance,t.m.lewin,,,25%,,,,,,
Don't Miss Out! 25% Off All Clearance and Full Price,t.m.lewin,,,25%,,,,,,
Ending Soon: 25% off all full price and clearance,t.m.lewin,,,25%,,,,,,
The Eighth Habit.,t.m.lewin,,,,,,,,,
Final Hours: 25% Off All Full Price & Clearance Ends Tonight,t.m.lewin,,,25%,,,,,,
All Shirts Now £24.95,t.m.lewin,,,,£2495,,,,,
New season shirts 4 for £80,t.m.lewin,,,,£80,,,,,
Britain’s Favourite Shirts | 4 for £80,t.m.lewin,,,,£80,,,,,
All Shirts £19.95 | Limited Time,t.m.lewin,,,,£1995,,,,,
Last 24 Hours | All Shirts £19.95,t.m.lewin,,,,£1995,,,,,
30% Off Everything - Bank Holiday Special,t.m.lewin,Bank Holiday,,30%,,,,,,
30% Off Everything | Limited Time Only,t.m.lewin,,,30%,,,,,,
Last 48 Hours | 30% Off Everything,t.m.lewin,,,30%,,,,,,
Now Extended! 30% Off Everything,t.m.lewin,,,30%,,,,,,
Sale Now On | Up to 60% off,t.m.lewin,,,60%,,up to,sale,,,
All Sale Shirts 4 for £79,t.m.lewin,,,,£79,,sale,,,
All Shirts Now £22.50 or less,t.m.lewin,,,,£2250,,,,,
24 Hours Only | Extra 30% Off Sale,t.m.lewin,,,30%,,,sale,,,
Sale just got better… Shirts now £17.95,t.m.lewin,,,,£1795,,sale,,,
Extended 48 Hours | Sale Shirts £17.95,t.m.lewin,,,,£1795,,sale,,,
Now up to 70% off | Further Reductions,t.m.lewin,,,70%,,up to,,,,
Why Wait? Sale suits now from £79,t.m.lewin,,,,£79,,sale,,,
Sale Shirts now 4 for £59,t.m.lewin,,,,£59,,sale,,,
Extra 30% Off Sale | 48 Hours Only,t.m.lewin,,,30%,,,sale,,,
Last 24 Hours! Extra 30% Off Sale,t.m.lewin,,,30%,,,sale,,,
Only Hours Left... 4 shirts for £59,t.m.lewin,,,,£59,,,,,
Now Extended! Sale Shirts 4 for £59,t.m.lewin,,,,£59,,sale,,,
Everything 50% off or more | Sale Final Reductions,t.m.lewin,,,50%,,,sale,,,
Sale Jackets from £89 | Sale Shirts £19.95,t.m.lewin,,,,£89,,sale,,,
48 Hours Left of Sale!,t.m.lewin,,,,,,sale,,,
Extra 30% Off | Sale Final Reductions,t.m.lewin,,,30%,,,sale,,,
Kick Start with our new summer collection.,t.m.lewin,,Summer,,,,,,,
"The New Classics, with an extra 30% off",t.m.lewin,,,30%,,,,,,
All Clearance Shirts £17.95,t.m.lewin,,,,£1795,,,,,
£17.95 Clearance Shirts,t.m.lewin,,,,£1795,,,,,
Discover summer shirts for any occasion,t.m.lewin,,Summer,,,,,,,
Last 48 Hours | 30% off our new collection,t.m.lewin,,,30%,,,,,,
Introducing New Max Performance Shirts,t.m.lewin,,,,,,,,,
"Non-Stop, No Sweat.",t.m.lewin,,,,,,,,,
Please review your recent purchase,the cotswold company,,,,,,,,,
Please Take Our Quick Survey,the cotswold company,,,,,,,,,
10% Off Your Next Order,the cotswold company,,,10%,,,,,,
Four Super Savers Just For You [CUSTOMER_NAME],the cotswold company,,,,,,,,[CUSTOMER_NAME],
10% Off Any Sale Item Ends Soon!,the cotswold company,,,10%,,,sale,,,
Top Tips From Those In The Know...See What They're Saying!,the cotswold company,,,,,,,,,
Final 24 Hours...FLASH SALE Ends Tonight!,the cotswold company,,,,,,sale,,,
A Moment Of Your Time....,the cotswold company,,,,,,,,,
10% Off Your Next Order,the cotswold company,,,10%,,,,,,
Don't Forget Your 10% Discount!,the cotswold company,,,10%,,,,,,
River Boots With FREE Socks + Black November Sale Now On! 🐴,the saddlery shop,,,,,,sale,,,emoji
25% OFF Hy Arctic Polar Softshell Breeches - This Week Only! 🐴,the saddlery shop,,,25%,,,,,,emoji
Exclusive! Early Black Friday Deal: River Boots only £99.99! 🐴,the saddlery shop,Black Friday,,,£9999,,,,,emoji
Black Friday Deals Are Here + Get An Extra 10% OFF Sitewide All Weekend* - Code Enclosed!  🐴,the saddlery shop,Black Friday,,10%,,,,,,emoji
Cyber Monday Deals + Last Day To Get An Extra 10% OFF Sitewide* - Code Enclosed! 🐴,the saddlery shop,Cyber Monday,,10%,,,,,,emoji
25% OFF Syntovia Jodhpurs Boots: Now From £23.99 Only This Week! 🐴,the saddlery shop,,,25%,£2399,,,,,emoji
25% OFF Kincade Lunging System This Week Only! 🐴,the saddlery shop,,,25%,,,,,,emoji
Aubrion Latimer Maids Hoodie Only £19.99 This Week Only! 🐴,the saddlery shop,,,,£1999,,,,,emoji
Kincade Plain Cavesson Bridle With Reins Now With 25% OFF! This Week Only! 🐴,the saddlery shop,,,25%,,,,,,emoji
Huge Christmas Sale! Get 10% OFF Everything!* 🎅,the saddlery shop,Christmas,,10%,,,sale,,,emoji
Boxing Day Sale: Up To 50% OFF Selected Rugs and Clothing! 🐴,the saddlery shop,Boxing Day,,50%,,up to,sale,,,emoji
January Sale Now On! Up To 50% OFF Selected Rugs And Clothing! 🐴,the saddlery shop,,,50%,,up to,sale,,,emoji
Rambo Optimo Turnout With 400g Liner And Hood! Now Just £338.99! While Stocks Last! 🐴,the saddlery shop,,,,£33899,,,,,emoji
"Get 25% OFF Saxon Equileather Half Chaps, Now From Only £20.99! 🐴",the saddlery shop,,,25%,£2099 🐴,,,,,emoji
Moretta Albina Long Leather Riding Boots From Just £62.39 This Week Only! 🐴,the saddlery shop,,,,£6239,,,,,emoji
Get 25% OFF Roma Equine Play Ball! This Week Only! 🐴,the saddlery shop,,,25%,,,,,,emoji
"Shires Moretta Long Leather Riding Boots, 25% OFF! This Week Only! 🐴",the saddlery shop,,,25%,,,,,,emoji
Gallop Fly Mesh Combo Rug For Only £26.99! This Week Only! 🐴,the saddlery shop,,,,£2699,,,,,emoji
Shires Aubrion Northwick Breeches 30% off This Week Only! 🐴,the saddlery shop,,,30%,,,,,,emoji
Roma Bungee Trailer/ Stable Tie Now Just £12.94! 🐴,the saddlery shop,,,,£1294,,,,,emoji
Saxon Syntovia Dressage Boots 25% OFF This Week Only! 🐴,the saddlery shop,,,25%,,,,,,emoji
Order #315011 confirmed,tog24,,,,,,,,,
TOG24 | Thanks for signing up!,tog24,,,,,,,,,
TOG24 | Tell us about yourself,tog24,,,,,,,,,
It’s All Downhill From Here,tog24,,,,,,,,,
Sale countdown,tog24,,,,,,sale,,,
Spring Stretches,tog24,,Spring,,,,,,,
New Arrivals | 20% OFF,tog24,,,20%,,,,,,
Cold & Wet? Dry and mild?,tog24,,,,,,,,,
In Transition,tog24,,,,,,,,,
March Midlayers,tog24,,,,,,,,,
Ever thought: What could have been?,tog24,,,,,,,,,
Mid Season Sale | Fleece from £12 👀,tog24,,,,£12,,sale,,,emoji
Mid Season Sale | Up to 60% off Waterproofs,tog24,,,60%,,up to,sale,,,
Mid Season Sale | Up to 60% off Tees and Hoodies,tog24,,,60%,,up to,sale,,,
We're as good as your word,tog24,,,,,,,,,
Mid Season Sale | Up to 60% off!,tog24,,,60%,,up to,sale,,,
Mid Season Sale | Final Countdown,tog24,,,,,,sale,,,
Packaway Special Offer,tog24,,,,,,,,,
Oh my days!,tog24,,,,,,,,,
15% off New Summer Range,tog24,,Summer,15%,,,,,,
ON-y | OFF-y | ?,tog24,,,,,,,,,
For Dad | Cheers!,tog24,,,,,,,,,
Never too late to start early,tog24,,,,,,,,,
15% OFF | Make a splash,tog24,,,15%,,,,,,
"Game of pool, anyone?",tog24,,,,,,,,,
Store Summer Special,tog24,,Summer,,,,,,,
In Partnership with the Yorkshire Wildlife Trust,tog24,,,,,,,,,
Up to 60% Off | Summer Sale,tog24,,Summer,60%,,up to,sale,,,
It's been a while...,tog24,,,,,,,,,
Make a splash,tog24,,,,,,,,,
Summer Sale | Up to 60% off,tog24,,Summer,60%,,up to,sale,,,
👋 Welcome! Take £15 off your first order,wayfair,,,,£15,,,,,emoji
Open for a surprise! (Hint: It’ll look great in your home.),wayfair,,,,,,,,,
"S-A-L-E for Y-O-U: Furniture, bedding, rugs & more",wayfair,,,,,,,,,
Here’s your new TV STAND WITH STORAGE 🎉,wayfair,,,,,,,,,emoji
The TV STAND to complete your look,wayfair,,,,,,,,,
January Clearance,wayfair,,,,,,,,,
The Sybill 58cm Gunmetal Table Lamp is waiting for you!,wayfair,,,,,,,,,
An item in your basket is very popular!,wayfair,,,,,,,,,
⏰ End Tables ⏰ JANUARY CLEARANCE,wayfair,,,,,,,,,emoji
Save on end tables: your PROMO CODE inside!,wayfair,,,,,,,,,
SIDE TABLES: Just in!,wayfair,,,,,,,,,
Just a reminder...,wayfair,,,,,,,,,
MATTRESS TOPPERS that are worth every penny!,wayfair,,,,,,,,,
Here’s your new MIRROR 🎉,wayfair,,,,,,,,,emoji
Save on mirrors: your PROMO CODE inside!,wayfair,,,,,,,,,
Save on light bulbs: your PROMO CODE inside!,wayfair,,,,,,,,,
TABLE LAMPS: New in and not to be missed,wayfair,,,,,,,,,
4-DAY CLEARANCE | Floor & Table Lamps,wayfair,,,,,,,,,
MATTRESS TOPPERS: Just in!,wayfair,,,,,,,,,
MATTRESS TOPPERS on a budget,wayfair,,,,,,,,,
NOW ON SALE! 👉 Mirrors,wayfair,,,,,,sale,,,emoji
/// W A Y  D A Y \\\,wayfair,,,,,,,,,
WAREHOUSE CLEARANCE,wayfair,,,,,,,,,
Here’s your new MIRROR,wayfair,,,,,,,,,
Get these MIRRORS while they're trending,wayfair,,,,,,,,,
MIRRORS are heeere!,wayfair,,,,,,,,,
This JEWELLERY ARMOIRE is calling your name!,wayfair,,,,,,,,,
TABLE LAMPS: Just in!,wayfair,,,,,,,,,
"OPEN BOX (their return, your reward)",wayfair,,,,,,,,,
DIY Walk-In Wardrobe: Fake it til you make it,wayfair,,,,,,,,,
MIRRORS on a budget,wayfair,,,,,,,,,
Your Perfect Bin Store,wayfair,,,,,,,,,
FENCE PANELS,wayfair,,,,,,,,,
ARTIFICIAL PLANTS,wayfair,,,,,,,,,
Improve Your Home with ✨ MIRRORS ✨→ ,wayfair,,,,,,,,,emoji
MIRRORS | Ending soon!,wayfair,,,,,,,,,
MIRRORS | Massive discounts,wayfair,,,,,,,,,
Wex needs your help,wex,,,,,,,,,
Win £100 with your Product Reviews,wex,,,,£100,,,,,
Top Deals for June,wex,,,,,,,,,
Finance now available,wex,,,,,,,,,
Bags to suit your photographic style,wex,,,,,,,,,
"Take more photos, make more memories",wex,,,,,,,,,
Reviewing the Canon EOS R in Andorra,wex,,,,,,,,,
All our past and future Events now for FREE! 🎁,wex,,,,,,,,,emoji
Spread the cost this Christmas with Interest Free Credit 😮,wex,Christmas,,,,,,,,emoji
"[CUSTOMER_NAME], claim up to £300 this Christmas! 🤑🎄",wex,Christmas,,,£300,up to,,,[CUSTOMER_NAME],emoji
Looking to renew your computing gear? 👀 💻,wex,,,,,,,,,emoji
Light up your Christmas with Profoto! ✨,wex,Christmas,,,,,,,,emoji
What are you waiting for? Christmas is next week! 🎄🎁,wex,Christmas,,,,,,,,emoji
Keep calm and enjoy your Christmas Break with Wex! 📷🎄,wex,Christmas,,,,,,,,emoji
💥 NEW OFFERS on selected Canon gear 💥,wex,,,,,,,,,emoji
Catch up with all of our events and courses this Christmas! 🤩,wex,Christmas,,,,,,,,emoji
Ho Ho Ho Only 3 days to go! 🎅🎁,wex,,,,,,,,,emoji
❄️ Winter Sale Starts Now! ❄️,wex,,Winter,,,,sale,,,emoji
Happy Christmas | Thank you for choosing Wex 🎅📷,wex,Christmas,,,,,,,,emoji
Don't miss out! Winter Sale is still available 🙌,wex,,Winter,,,,sale,,,emoji
Up to 20% off selected USED products ❄️📷,wex,,,20%,,up to,,,,emoji
Wacom Offers NOW ON! 💻,wex,,,,,,,,,emoji
❄️ Hurry and grab a bargain before the new year!  ❄️,wex,,,,,,,,,emoji
Happy New Year from Wex! 💥🎉,wex,,,,,,,,,emoji
Canon Winter Cashback Ends Tomorrow,wex,,Winter,,,,,,,
Save up to 20% off selected USED products ❄️📷,wex,,,20%,,up to,,,,emoji
Let there be light! 🧙✨💡,wex,,,,,,,,,emoji
Do Look Up! 🔭🌟,wex,,,,,,,,,emoji
Catch these optics offers before they fly away! 🐦,wex,,,,,,,,,emoji
The new Leica M11 is here! 📸,wex,,,,,,,,,emoji
The new Canon EOS R5 C has arrived! 😍📸,wex,,,,,,,,,emoji
And… ACTION! 🎬📹,wex,,,,,,,,,emoji
Looking to pick up a new hobby this year? 👀,wex,,,,,,,,,emoji
💥 Exclusive Pentax offers 💥,wex,,,,,,,,,emoji
HURRY! Stock Clearance ending soon! 🏃📸,wex,,,,,,,,,emoji
⚡️ Used products FLASH SALE! ⚡️,wex,,,,,,sale,,,emoji
"Deals ending in 3, 2, 1... ⌛",wex,,,,,,,,,emoji
🚨 Just Launched: JOBY Wavo range 🚨,wex,,,,,,,,,emoji
NEW Peak Design Travel Line 🎒🌎,wex,,,,,,,,,emoji
Image is Everything! 👁️💻,wex,,,,,,,,,emoji
Looking for the perfect partner for the A-series lights? NEW Profoto Clic Softbox Octa is here! 💘,wex,,,,,,,,,emoji
Looking for inspiration? 📷⛰️,wex,,,,,,,,,emoji
Keep your content safe 🔒,wex,,,,,,,,,emoji
🔥 February Used Offers 🔥,wex,,,,,,,,,emoji
📢 Just Launched: Canon RF 800mm f5.6 L IS USM & RF 1200mm f8 L IS USM lenses,wex,,,,,,,,,emoji
Don’t wait too long… ⌛🏃,wex,,,,,,,,,emoji
Hello March: best offers now on! 👋🌷,wex,,,,,,,,,emoji
Workflow Wonders ✔️💻,wex,,,,,,,,,emoji
New from Delkin: CFexpress™ Type A Memory Cards,wex,,,,,,,,,emoji
#ChangeTheImage - Collaborations with over 700 females in the last 5 years,wex,,,,,,,,,
Our greatest TRIPOD DEALS! 😱,wex,,,,,,,,,emoji
Upgrade your workspace today! 🖨️,wex,,,,,,,,,emoji
Unmissable courses from Wex 🤓📔,wex,,,,,,,,,emoji
⚡ Up to 20% off NanLite ⚡,wex,,,20%,,up to,,,,emoji
True lighting freedom with the Profoto OFC adapter☂️💡,wex,,,,,,,,,emoji
Live seminar with Jon Tonks at our Birmingham store 📷✍️,wex,,,,,,,,,emoji
Save £350 on the Panasonic LUMIX GH5 😎☀️,wex,,,,£350,,,,,emoji
"New season, new USED offers! 📷🌸",wex,,,,,,,,,emoji
🔥 Canon Week Starts Today 🔥,wex,,,,,,,,,emoji
Just launched: Rode NTH-100 🎧,wex,,,,,,,,,emoji
Interfit LED offers now on! 💡🙌,wex,,,,,,,,,emoji
HURRY! Offers end in... 🏃📸,wex,,,,,,,,,emoji
"[CUSTOMER_NAME], this content can brighten your day! 🌼",wex,,,,,,,,[CUSTOMER_NAME],emoji
Canon Week Ends Tonight ⌛😱,wex,,,,,,,,,emoji
The latest kit now available! 📸🎧,wex,,,,,,,,,emoji
Ready to upgrade your favourite accessories? 💱🎒,wex,,,,,,,,,emoji
Canon Easter OFFERS now on! 🐣📸,wex,Easter,,,,,,,,emoji
Bag yourself a bargain! 🎒👜,wex,,,,,,,,,emoji
🥚 Easter Deals NOW ON 🥚,wex,Easter,,,,,,,,emoji
Long weekend coming… 😎🐰,wex,,,,,,,,,emoji
Happy Easter: New Offers 🐰📸,wex,Easter,,,,,,,,emoji
💥 Our best Easter offers 💥,wex,Easter,,,,,,,,emoji
Color up your life! 🌈💻,wex,,,,,,,,,emoji
Binoculars Spring Essentials 🌷🧐,wex,,Spring,,,,,,,emoji
#ChangeTheImage | Using photography to tell your story 💚📸,wex,,,,,,,,,emoji
Meet the new Wex Ambassador Network,wex,,,,,,,,,
April used offers are here!🤩,wex,,,,,,,,,emoji
📢 New: Sony FE 24-70mm f2.8 G Master II Lens 📢,wex,,,,,,,,,emoji
Bank Holiday Offers 🙌🎉,wex,Bank Holiday,,,,,,,,emoji
"[CUSTOMER_NAME], take your editing to the next level!🆙🖊️",wex,,,,,,,,[CUSTOMER_NAME],emoji
Register for #ChangeTheImage,wex,,,,,,,,,
🚨 New DJI Mini 3 Pro 🚨,wex,,,,,,,,,emoji
🔋 Refreshing accessory offers 🔋,wex,,,,,,,,,emoji
Trail cameras & night vision essentials 🦉📷,wex,,,,,,,,,emoji
The Wex Ambassador Network: our inspirational creatives,wex,,,,,,,,,
Save The Date! 📅,wex,,,,,,,,,emoji
Calibrite offers have now landed! 🎨,wex,,,,,,,,,emoji
Get up close! 🔬,wex,,,,,,,,,emoji
Get ready for the summer! 🗺️📷,wex,,Summer,,,,,,,emoji
📢 NEW: Canon EOS R7 and EOS R10 📢,wex,,,,,,,,,emoji
🎛️ Just launched: Rodecaster PRO II 🎛️,wex,,,,,,,,,emoji
🔥 May Used Offers now on! 🔥,wex,,,,,,,,,emoji
Join us for the 25th Anniversary Event! 🎉,wex,,,,,,,,,emoji
Jubilee offers start today! 📸👑,wex,,,,,,,,,emoji
💥 The new Fujifilm X-H2S is here! 💥,wex,,,,,,,,,emoji
🌴 Canon summer offers 🌴,wex,,Summer,,,,,,,emoji
"[CUSTOMER_NAME], hold onto your crown! 🧑👑",wex,,,,,,,,[CUSTOMER_NAME],emoji
Hurry! Grab a Jubilee offer 🏃📸,wex,,,,,,,,,emoji
⏰ LAST CALL: Jubilee offers ⏰,wex,,,,,,,,,emoji
Oops! We meant to say “Stock Clearance”,wex,,,,,,,,,
The newest cameras and lenses 📸,wex,,,,,,,,,emoji
"[CUSTOMER_NAME], only a few days to go! ⏰",wex,,,,,,,,[CUSTOMER_NAME],emoji
Unleash your creativity! 🎛️,wex,,,,,,,,,emoji
💥 Just launched: DJI RS 3 & RS 3 Pro 💥,wex,,,,,,,,,emoji
Amazing planetary views! 🔭🌕,wex,,,,,,,,,emoji
📢 NEW: Sandisk Professional PRO-BLADE SSD 📢,wex,,,,,,,,,emoji
⏰ HURRY! Spring optics offers end soon ⏰,wex,,Spring,,,,,,,emoji
🚨 New Profoto Connect Pro 🚨,wex,,,,,,,,,emoji
🎒 Bag offers have arrived! 🎒,wex,,,,,,,,,emoji
Canon In Motion 📹,wex,,,,,,,,,emoji
🔥 June used offers are now available! 🔥,wex,,,,,,,,,emoji
Profoto A2 is here! 💡☂️,wex,,,,,,,,,emoji
Latest computing launches and deals 🖨️🖱️,wex,,,,,,,,,emoji
Even more bag deals added! 🙌🎒,wex,,,,,,,,,emoji
🌴 Lensbaby Summer Offers 🌴,wex,,Summer,,,,,,,emoji
What is it new? 😮📸,wex,,,,,,,,,emoji
Capture a Supermoon! 📸🌕,wex,,,,,,,,,emoji
Amazing free courses! 📖🤓,wex,,,,,,,,,emoji
"[CUSTOMER_NAME], SUMMER SALE is on 😎",wiggle,,Summer,,,,sale,,[CUSTOMER_NAME],emoji
TOP DEALS | Up to 50% off Asics + dhb spend & save now on!,wiggle,,,50%,,up to,,,,
The ultimate upgrade,wiggle,,,,,,,,,
"Best of SALE | up to 50% off Ronhill, 42% off GPS & more",wiggle,,,50%,,up to,sale,,,
Win £100 for telling us what you think!,wiggle,,,,£100,,,,,
Ready for 2018?,wiggle,,,,,,,,,
Just to say...,wiggle,,,,,,,,,
"Best of SALE - up to 50% off turbo trainers, GPS & more",wiggle,,,50%,,up to,sale,,,
Leap into our most epic SALE ->,wiggle,,,,,,sale,,,
SALE starts now! Up to 50% off,wiggle,,,50%,,up to,sale,,,
Last chance! Clothing spend & save ending soon,wiggle,,,,,,,,,
🎄 Grab up to 50% off in time for Christmas - only 10 sleeps left! 🎄,wiggle,Christmas,,50%,,up to,,,,emoji
Last SPEND & SAVE of the year!,wiggle,,,,,,,,,
What did you think?,wiggle,,,,,,,,,
"Brace your elves, Christmas is coming!",wiggle,Christmas,,,,,,,,
Stocking filler ideas yule love,wiggle,,,,,,,,,
Just landed: new Adidas Ultraboost & Asics Liteshow Jackets,wiggle,,,,,,,,,
🎅 Up to 50% off - your pre-Christmas treat 🎅,wiggle,Christmas,,50%,,up to,,,,emoji
Your cold weather must-haves,wiggle,,,,,,,,,
Limited edition dhb Blok & up to 25% off dhb FLT,wiggle,,,25%,,up to,,,,
Save up to 25% on Castelli + clothing spend & save final days,wiggle,,,25%,,up to,,,,
Best Black Friday buys from the team,wiggle,Black Friday,,,,,,,,
Black Friday weekend starts tomorrow. It's our biggest yet!,wiggle,Black Friday,,,,,,,,
Christmas is coming! Get them the gifts they really want,wiggle,Christmas,,,,,,,,
Materials that make a difference,wiggle,,,,,,,,,
Week 3's best Black Friday deals - act fast!,wiggle,Black Friday,,,,,,,,
Spend & save on clothing! Get your codes now,wiggle,,,,,,,,,
More BLACK FRIDAY deals live now,wiggle,Black Friday,,,,,,,,
"Latest Gore styles for winter, new Asics shoes & more",wiggle,,Winter,,,,,,,
Save up to 40% in our mid-season run sale. New lines added!,wiggle,,,40%,,up to,sale,,,
Week 1's best Black Friday deals - get them before they're gone!,wiggle,Black Friday,,,,,,,,
BLACK FRIDAY deals start now (we just couldn’t wait!),wiggle,Black Friday,,,,,,,,
The Wiggle App has landed - Get the goodstuff!,wiggle,,,,,,,,,
Your Gold loyalty discount,wiggle,,,,,,,,,
It's all about support… ,wiggle,,,,,,,,,
Tell us what we can do better!,wiggle,,,,,,,,,
LAST CHANCE to use your increased Gold discount for EXTRA SAVINGS!,wiggle,,,,,,,,,
"Hi [CUSTOMER_NAME],  as a valued Gold customer… we have an exclusive offer for you!",wiggle,,,,,,,,[CUSTOMER_NAME],
New dhb ranges & now at even lower prices! ,wiggle,,,,,,,,,
What can we do to help?,wiggle,,,,,,,,,
Wiggle 2013 Annual Survey - Your chance to win £1500 with Wiggle!,wiggle,,,,£1500,,,,,
We’d like your help,wiggle,,,,,,,,,
"[CUSTOMER_NAME], get some Spring in your step with an EXTRA 10% off today!",wiggle,,Spring,10%,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], SAVE at least 25% in our deals, must end Wednesday!",wiggle,,,25%,,,,,[CUSTOMER_NAME],
Awesome discounts at Wiggle - 35% OFF Rocky Mountain and 20% off Bianchi!,wiggle,,,35%,,,,,,
"[CUSTOMER_NAME], need some GREAT wet weather gear? Come visit Wiggle!",wiggle,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], final few days of the SALE! Ends Thursday!",wiggle,,,,,,sale,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], Wiggle bike bulletin - De Rosa R838 Athena",wiggle,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], last week of the sale - MAKE THE MOST OF IT!",wiggle,,,,,,sale,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], save up to 50% in the Red Hot Sale + FREE entry to win Fulcrum Wheels !",wiggle,,,50%,,up to,sale,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], great savings in our RED HOT SALE!",wiggle,,,,,,sale,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], a little loyalty bonus, from Wiggle!",wiggle,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], save an EXTRA 10%! Hurry, offer ends Thursday!",wiggle,,,10%,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], Wiggle bike bulletin, SAVE up to 50% off bikes!",wiggle,,,50%,,up to,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], explore more - Go forward with Mizuno",wiggle,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], Extra 10% off clothing & footwear! Plus Free Nectar Fuel sample!",wiggle,,,10%,,,,,[CUSTOMER_NAME],
Wiggle Loyalty exclusive access - Dragon Ride!,wiggle,,,,,,,,,
"[CUSTOMER_NAME], massive savings on thousands of selected products!",wiggle,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], hand picked email Hot Deals for You! Save at least 25%!",wiggle,,,25%,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], hand picked HOT DEALS with HUGE discounts!",wiggle,,,,,,,,[CUSTOMER_NAME],
